_id,_fusion_sources,label,release-date,tracks,name,id,duration,genre,artist,release-country
discogs_23333,['discogs_23333'],Super Tracks Music Group,2000-01-01 00:00:00,"['Big Trouble In Little China', 'Pork Chop Express', 'The Alley', 'Here Come The Storms', ""Lo Pan's Domain"", 'Escape From Wing Kong', 'Into The Spirit Path', 'The Great Arcade/Final Escape Pt. 1', 'The Final Escape Pt. 2', 'Big Trouble In Little China - Reprise', 'Backstabbed', 'Opening', 'Alexandra', 'Blue Planet Interlude / Final Stab', 'Escape From New York', 'Atlanta Bank Robbery']",Big Trouble In Little China (Original Motion Picture Soundtrack),discogs_23333,2485.0,Electronic / Dance,John Carpenter|Alan Howarth,United States of America
discogs_72369,['discogs_72369'],Express,,"['Mr.リッケンバッカー', '悲しき天使', 'ハートブレイク・スナック', 'Ah, If I Fell', 'おいしい言葉', 'Bye Bye Carol', '愛しのローリー', '抱きしめたい', '川崎ナオンブルース', 'クライング クライング', 'ミッドナイト ベッドイン ブルース', 'Good Bye マリア']",The Trouble 1982,discogs_72369,1147.0,Rock,Trouble (15),Japan
discogs_163125,['discogs_163125'],Roadrunner Records,2009-01-01 00:00:00,"['742617000027', '(Sic)', 'Eyeless', 'Wait And Bleed', 'Surfacing', 'Spit It Out', 'Tattered & Torn', 'Me Inside', 'Liberate', 'Prosthetics', 'No Life', 'Diluted', 'Only One', 'Scissors']",Slipknot,discogs_163125,,Rock,Slipknot,United States of America
discogs_49057,['discogs_49057'],Koch International,1998-01-01 00:00:00,"['Intro', 'Be Very Afraid', ""Who's That Lurkin"", 'Intermission', 'Ill Visions', 'Prelude', 'Get Down On Your Knees', 'Stop The Talkin', 'Prelude', 'Interlude', 'I Know Myself', 'We Taking Wack Niggas To War', 'Intermission', 'Life Is A Hustle', 'Prelude', 'Our Word Is Law', 'Ill Visions (Radio Mix)', 'Insight', 'Change My Styles', 'Get Down On Your Knees', 'I Know Myself (Radio Mix)', 'I Know Myself (Remix)']",Ill Visions,discogs_49057,,Hip Hop / Rap,Godd Boddies,Canada
discogs_189465,['discogs_189465'],Sonart (2),,"['Ja Sam Majko Cura Fina (Fancy Maiden)', 'Razbila Se Čaša (The Broken Goblet)']",Ja Sam Majko Cura Fina (Fancy Maiden) / Razbila Se Čaša (The Broken Goblet),discogs_189465,,Folk,Banat Tamburitza Orchestra,United States of America
lastFM_39220,['lastFM_39220'],,,[],Trouble,lastFM_39220,,,R. Stewart,
discogs_40530,['discogs_40530'],Not On Label,2009-08-24 00:00:00,['Our Heritage'],Our Heritage,discogs_40530,118.0,Rock,Die Heuwels Fantasties,South Africa
discogs_47202,['discogs_47202'],Sumthing Else Music Works,2006-01-31 00:00:00,"['Welcome To Gallowmere', 'The Spell', 'Home Of The Dead', 'A Fiery Confrontation', 'Comedy Corpses', 'Gallowmere Waltz', 'Hall Of Heroes', 'Village Of Madness', 'Hilltop Mausoleum', 'Scurvy Docks', 'George The Pumpkin', 'Wheat Demons', ""Zarok's Lair"", 'A Hero Returns', 'End Titles']",MediEvil Resurrection - Original Soundtrack,discogs_47202,912.0,Electronic / Dance,Bob & Barn,United States of America
discogs_127455,['discogs_127455'],Hammer Records (11),1989-01-01 00:00:00,"['Enchanting Me', 'Take Me']",Enchanting Me,discogs_127455,,Rock,Dagger (7),United States of America
lastFM_55243,['lastFM_55243'],,,,On And On (Can We Go On),lastFM_55243,,,B.V.S.M.P.,
k04__fab__discogs__lastFM_78332,['k04__fab__discogs__lastFM_78332'],,,"['Shalala Lala', ""Kiss (When The Sun Don't Shine)"", 'We Like To Party (2000 Mix)', 'Boom Boom Boom', 'Ho Ho Vengaboys!', 'Up & Down', ""We're Going to Ibiza"", '48 hours', 'Parada de Tettas', 'To Brazil', ""Movin' Around"", 'Overwhlem yourself', 'You and Me', 'The Vengabeat', 'Paradise...', 'Superfly Slick Dick', 'All Night Passion', 'Shalala lala (Karaoke Version)']",Collection Singles,k04__fab__discogs__lastFM_78332,3384.0,,Vengaboys,
discogs_126943,['discogs_126943'],Virgin,1997-01-01 00:00:00,"['Interview Question 1', 'Interview Question 2', 'Interview Question 3', 'Interview Question 4', 'Interview Question 5', 'Interview Question 6', 'Interview Question 7', 'Interview Question 8', 'Interview Question 9', 'Interview Question 10', 'Interview Question 11', 'Interview Question 12', 'Interview Question 13', 'Interview Question 14', 'Interview Question 15', 'Interview Question 16', 'Interview Question 17', 'Interview Question 18', 'Interview Question 19', 'Interview Question 20', 'Interview Question 21', 'Interview Question 22', 'Interview Question 23', 'Interview Question 24', 'Interview Question 25', 'Interview Question 26', 'Interview Question 27', 'Interview Question 28', 'Interview Question 29', 'Interview Question 30', 'Interview Question 31', 'Interview Question 32', 'Interview Question 33', 'Interview Question 34', 'Interview Question 35', 'Interview Question 36', 'Interview Question 37', 'Interview Question 38', 'Interview Question 39', 'Interview Question 40', 'Interview Question 41', 'Interview Question 42', 'Interview Question 43', 'Interview Question 44', 'Interview Question 45', 'Interview Question 46', 'Interview Question 47', 'Interview Question 48', 'Interview Question 49', 'Interview Question 50']",Extremis & Future - A Journey Through The Electronic Underground,discogs_126943,,,Gillian Anderson|Hal (2),UK & Europe
discogs_129654,['discogs_129654'],EMI|Nettwerk,2004-01-01 00:00:00,"['Tell It To Me', 'Big Time In The Jungle', 'Poor Man', 'Tear It Down', 'Hard To Love', 'CC Rider', 'Trials & Troubles', 'Hard To Tell', ""Take 'Em Away"", ""We're All In This Together"", 'Wagon Wheel']",O.C.M.S.,discogs_129654,828.0,Rock,Old Crow Medicine Show,Europe
lastFM_76853,['lastFM_76853'],,,[],Casino Azul,lastFM_76853,,,F. Pourcel,
lastFM_47059,['lastFM_47059'],,,[],Contraband,lastFM_47059,,,Contraband (6),
discogs_133993,['discogs_133993'],Epic,1979-01-01 00:00:00,"['Heavy On Your Love', 'Drop It', 'Only The Strong Survive', 'Easy Money', 'Rock & Roll Music', 'Take Me', 'I Need You Tonight', 'Meet Me On The Mountain', 'Back On The Road Again']",Nine Lives,discogs_133993,476.0,Rock,REO Speedwagon,Japan
discogs_45803,['discogs_45803'],Detour Records (3),1994-03-15 00:00:00,"['Waiting For The Nowhere Express', 'Girl', 'The Paperchase']",Waiting For The Nowhere Express / Girl / The Paperchase,discogs_45803,,Rock,The Persuaders (4),UK
discogs_192049,['discogs_192049'],Get On Down|Elektra,2016-03-18 00:00:00,"['Good Life', 'Mecca & The Soul Brother', 'Go With The Flow', 'The Creator', 'All Souled Out', 'Good Life (Group Home Mix)']",All Souled Out,discogs_192049,1456.0,Hip Hop / Rap,Pete Rock & C.L. Smooth,United States of America
discogs_96363,['discogs_96363'],Century Media Records,2008-01-01 00:00:00,"['I, The Facilitator', 'Night Of The Necromancer', 'Shadows Of The Cross', 'Goatpower', '1942', 'Into The Light (Baphomet Rising)', 'Unholy Inquisition', 'To Free Death Upon Them', 'Hammer Of The Gods', 'Speak When Spoken To']",First Strike For Spiritual Renewance,discogs_96363,,Rock,Dead To This World,United States of America
lastFM_1335,['lastFM_1335'],,,[],Nylon Coverin' Body Smotherin',lastFM_1335,,,Nurse W. Wound,
discogs_152758,['discogs_152758'],Nicro,2014-01-01 00:00:00,"['The Mermaid', ""I'm Remembering You"", 'Flowers', 'When I Look At You', 'Such A Sad Sad Day', 'Angel', 'Princess', 'Andrea', 'Yes I Know', 'Sad Eyed Lady', 'Flowers Two', 'Supernatural Girl', 'Piscean Ride', 'Ferris Wheel']",Supernatural Girl,discogs_152758,,Folk,Ferris Wheel (3),UK
discogs_128514,['discogs_128514'],Epic,,"['Breakerfall', ""Gods' Dice"", 'Evacuation', 'Light Years', 'Nothing As It Seems', 'Thin Air', 'Insignificance', 'Of The Girl', 'Grievance', 'Rival', 'Sleight Of Hand', 'Soon Forget', 'Parting Ways', 'Writers Block']",Binaural,discogs_128514,2688.0,Rock,Pearl Jam,United States of America
discogs_129167,['discogs_129167'],Argonauta Records,2014-01-01 00:00:00,"['From The Sea (The Birth Of A Monster)', 'Cleanse', 'Beyond The Horizon', 'Building Arks']",Empower The Monster,discogs_129167,1386.0,Rock,Koloss,Italy
discogs_144171,['discogs_144171'],Sony Music,2013-01-01 00:00:00,['Outta Nowhere'],Outta Nowhere,discogs_144171,78.0,Electronic / Dance,Danny Mercer|Pitbull,Netherlands
discogs_153909,['discogs_153909'],Rhubarb Music,2003-02-01 00:00:00,"['Jeremiah Weed', 'Mouse Trap', 'Torn Red Velvet Seats In Old Cinemas', 'Chugalug', 'Sanctuary', 'Twilight', 'In-flight', 'Swan Song', 'Harlequin', 'Kava Kava', 'De Rigeur', 'Lullaby in D-minor']",Greenwich Village Meantime,discogs_153909,,Electronic / Dance,Rhubarb (2),UK
discogs_178473,['discogs_178473'],Columbia,1995-01-01 00:00:00,"['Fantasy', 'Underneath The Stars', 'One Sweet Day', 'Open Arms', 'Always Be My Baby', 'I Am Free', 'When I Saw You', 'Long Ago', 'Melt Away', 'Forever', 'Daydream Interlude (Fantasy Sweet Dub Mix)', 'Looking In']",Daydream,discogs_178473,,Pop,Mariah Carey,Peru
lastFM_57588,['lastFM_57588'],,,"['Blue Suede Shoes', 'Love Again', 'Sweetie Pie', 'Milk Cow Blues', 'Little Angel', 'Cradle Baby', 'Cherished Memories', 'Summertime Blues', 'Twenty Flight Rock', 'Lonely', 'Long Tall Sally', 'Weekend', 'Drive in Show', 'Tell Me Why', ""Somethin' Else"", ""Lovin' Time"", ""Sittin' in the Balcony"", 'Three Steps to Heaven']",Sittin' in the Balcony,lastFM_57588,1800.0,,,
discogs_174536,['discogs_174536'],Columbia|Sony Music,2010-01-01 00:00:00,"['Express Yourself', 'Borderline/Open Your Heart', 'Vogue', 'Like A Virgin', '4 Minutes', 'What It Feels Like For A Girl', 'Like A Prayer']","Glee: The Music, The Power Of Madonna",discogs_174536,999.0,Soundtrack / Score,Glee Cast,Brazil
discogs_9253,['discogs_9253'],Delicious Vinyl,1992-01-01 00:00:00,"['4 Better Or 4 Worse (Interlude)', 'Oh Shit', ""It's Jiggaboo Time (Skit)"", '4 Better Or 4 Worse', ""I'm That Type Of Nigga"", 'If I Were President (Skit)', 'Soul Flower (Remix)', 'On The DL', 'Pack The Pipe (Interlude)', 'Officer', 'Ya Mama', 'Passing Me By', 'Otha Fish', ""Quinton's On The Way (Skit)"", 'Pack The Pipe', 'Return Of The B-Boy']",Bizarre Ride II The Pharcyde,discogs_9253,2632.0,Hip Hop / Rap,The Pharcyde,Europe
discogs_92332,['discogs_92332'],RCA,1978-01-01 00:00:00,"['Our Love Will Survive (Mono)', 'Our Love Will Survive (Stereo)']",Our Love Will Survive,discogs_92332,192.0,R&B / Soul,The Memphis Horns,United States of America
discogs_77270,['discogs_77270'],Tamla Motown,1971-10-01 00:00:00,"['Surrender', ""I'm A Winner""]",Surrender,discogs_77270,,R&B / Soul,Diana Ross,UK
lastFM_7011,['lastFM_7011'],,,[],Past Foward The,lastFM_7011,,,Double Easy,
discogs_38546,['discogs_38546'],Ringo Records,2009-07-06 00:00:00,"['Sinners', 'Goblin']",Sinners / Goblin,discogs_38546,,Electronic / Dance,Coki|Johnny Clarke|Mala (4),UK
discogs_113424,['discogs_113424'],Monument,1972-01-01 00:00:00,"['Lawdy Miss Clawdy', 'When My Dreamboat Comes Home', 'Cora Mae', 'Memphis, Tennessee', ""Ain't That A Shame"", 'Bony Maronie', 'Diddly Daddy', ""I'm In Love Again"", 'Maybellene', 'The Same Old Song']",Rock And Roll Resurrection,discogs_113424,864.0,Rock,Ronnie Hawkins,Netherlands
discogs_140493,['discogs_140493'],Proper Records (2),2014-06-10 00:00:00,"['When A Woman Goes Cold', 'False From True', 'Trouble And Love', 'Oh Soul', 'Worthy', 'Walking Each Other Home', 'How You Learn To Live Alone', 'Another Train']",Trouble And Love,discogs_140493,,Folk,Mary Gauthier,United States of America
discogs_71266,['discogs_71266'],Pot Of Gold,,"['Yard Man', 'Girlfriend']",Yard Man / Girlfriend,discogs_71266,,Reggae / Dub,Copper Cat|Assassin,Jamaica
discogs_99233,['discogs_99233'],Reunion Netlabel,2013-02-10 00:00:00,['Psychic Resonance'],Psychic Resonance,discogs_99233,105.0,Electronic / Dance,Framestream,Sweden
discogs_130387,['discogs_130387'],ZKP RTVL,,"[""I Can't Stop Loving You"", 'Georgia On My Mind', 'Yesterday', 'Take These Chains From My Heart', ""What'd I Say"", 'Here We Go Again', 'Unchain My Heart', 'Eleanor Rigby', 'Ruby', 'Busted', 'Hit The Road Jack', 'Together Again', 'Born To Loose', 'Crying Time', ""I've Got A Woman"", ""Baby It's Cold Outside"", ""Makin' Whoopee"", ""Let's Go Get Stoned"", ""Makin' Belive"", ""Don't Set Me Free""]",20 Greatest Hits,discogs_130387,1260.0,R&B / Soul,Ray Charles,Yugoslavia
discogs_160111,['discogs_160111'],Bad Boy Entertainment,2004-01-01 00:00:00,,Ready To Die The Remaster CD And DVD,discogs_160111,3515.0,Hip Hop / Rap,Notorious B.I.G.,Canada
lastFM_22941,['lastFM_22941'],,,[],World  Gliding Monsters,lastFM_22941,,,Camille DÃƒÂ¡vila,
discogs_10698,['discogs_10698'],Not On Label (Freestyle Classics Series),,"['Diamond Girl', 'Fantasy Girl', 'When I Hear Music', 'Take Me In Your Arms']",Freestyle Classics Five,discogs_10698,,Electronic / Dance,Various,
discogs_15585,['discogs_15585'],Infrared|Black Widow,2006-07-10 00:00:00,"['Crazy World', 'Fiddlers Elbow']",Crazy World LP - Pt1,discogs_15585,,Electronic / Dance,J Majik & Wickaman,UK
discogs_182449,['discogs_182449'],Reprise Records,1964-01-01 00:00:00,"['Bee-Bom', 'Make Someone Happy', ""The Party's Over"", 'Some Days Everything Goes Wrong', 'The Shelter Of Your Arms', 'A Man With A Dream', ""That's For Me"", 'If I Loved You', 'Come On Strong', 'I Married An Angel', 'Guys And Dolls']",The Shelter Of Your Arms,discogs_182449,,Jazz,Sammy Davis Jr.,Canada
discogs_76421,['discogs_76421'],Hardcopy Records,2011-09-08 00:00:00,"['Still Crazy For You', 'The Night Of Your Life', 'A Place To Fall Behind']",Still Crazy For You,discogs_76421,969.0,Electronic / Dance,Grandmaster Q,Netherlands
discogs_89397,['discogs_89397'],Esoteric Recordings,2011-01-01 00:00:00,"[""It's Easier Than It Looks"", 'Nurses Song With Elephants', ""Some Bright Stars For Queen's College"", 'Trona', 'Sad And Lonely Faces']",Nurses Song With Elephants,discogs_89397,,Rock,,UK
discogs_14037,['discogs_14037'],Maverick,1992-01-01 00:00:00,"['Erotica (Album Version)', 'Erotica (Instrumental)']",Erotica,discogs_14037,240.0,Electronic / Dance,Madonna,United States of America
discogs_113177,['discogs_113177'],Columbia,,"['Rainy Day Women #12 & 35', ""Blowin' In The Wind"", ""The Times They Are A-Changin'"", ""It Ain't Me Babe"", 'Like A Rolling Stone', 'Mr. Tambourine Man', 'Subterranean Homesick Blues', 'I Want You', 'Positively 4th Street', 'Just Like A Woman']",Bob Dylan's Greatest Hits,discogs_113177,,Rock,Bob Dylan,Canada
k04__fab__discogs__lastFM_63525,['k04__fab__discogs__lastFM_63525'],,,"[""I'd Rather Lead A Band"", ""Let's Face The Music And Dance"", ""Isn't This A Lovely Day (To Be Caught In The Rain)?"", 'Heat Wave', 'How Deep Is The Ocean', 'Medley: Everybody Knew But Me / When You Walked Out Someone Else Walked Right In', 'Cheek To Cheek', 'Love And The Weather', 'Better Luck Next Time', 'Let Yourself Go', 'Waiting At The End Of The Road']",Let's Face The Music: The Of Irving Berlin,k04__fab__discogs__lastFM_63525,1748.0,,McCorkle S.,
discogs_172896,['discogs_172896'],Not On Label,2004-01-01 00:00:00,"['Sing For Absolution (Edit)', 'Sing For Absolution (Album Version)']",Sing For Absolution,discogs_172896,312.0,Rock,Muse,UK
discogs_65994,['discogs_65994'],Resonant Recordings,2003-11-12 00:00:00,"['Lapasenmieli', 'Logic', 'Dronosphere']",Psychic Attack Defender Kit,discogs_65994,,Electronic / Dance,Traffic G|Mikael Tronic|Grand Resonant,Italy
discogs_24713,['discogs_24713'],Not On Label,,"['Light Years', 'These Are The Things', 'Fascination (Droyds Mix)', ""Je T'aime Mélancolie (Felix Da Housecat Mix)"", 'I Was Made For Loving You', 'La Petit Train', 'Train (Ewan Pearson Dub)', 'Popcorn', 'Here And Now (Cicada Mix)', 'Nobody Knows Me (Mount Sims Mix)', 'Round Round', 'Mia Fora (Marsheaux Mix)', 'I Wanna Dance', 'Oxygono (Marsheaux Mix)', 'Slow (Marsheaux Mix)', 'Persuasion', 'Manilla (Cicada Mix)', 'Not Over Yet', 'Mindcircus (Gabriel+Dresden Mix)', ""Sex (I'm A ... )"", 'Amoureux Solitaires', ""Soleil D'Hiver"", 'Silver Screen']",DJ Mix Greek Electronica Night Rodon Club - 24/01/04,discogs_24713,,Electronic / Dance,Marsheaux,Greece
discogs_64068,['discogs_64068'],EastWest,1997-01-01 00:00:00,"[""Don't Let Go (Love)"", 'Free Your Mind', 'Hold On', 'Let It Flow', ""My Lovin'"", 'Too Gone Too Long', 'Give Him Something He Can Feel', 'Whatta Man', 'Give It Up Turn It Loose', 'Damn I Wanna Be Your Lover', 'Runaway Love', 'Whatever']",Encore,discogs_64068,,Pop,En Vogue,Germany
lastFM_2803,['lastFM_2803'],,,[],The Future Is Now (Platinum Edition),lastFM_2803,,,Non Phixion,
discogs_93081,['discogs_93081'],CURB Records,1990-01-01 00:00:00,"['Tell It Like It Is', 'Over You', 'Why Worry', 'She Took You For A Ride', 'A Hard Nut To Crack', ""You Think You're So Smart"", 'Jailhouse', 'Love, Love, Love', ""Since You're Gone"", 'Space Man']",Greatest Hits,discogs_93081,864.0,R&B / Soul,Aaron Neville,United States of America
discogs_53073,['discogs_53073'],Dead Combat,2010-02-17 00:00:00,"['Welcome To My Nightmare (Official Suntrax Anthem 2010)', 'Sun Of The Brain']",Welcome To My Nightmare (Official Suntrax Anthem 2010),discogs_53073,209.0,Electronic / Dance,Noiserboy,Poland
discogs_18080,['discogs_18080'],May Recordings,2006-12-01 00:00:00,"['Bush Breaks', 'Smile', 'Scratch Time', 'Side Steps']",Play The Music EP,discogs_18080,675.0,Electronic / Dance,Jon May,Germany
lastFM_28361,['lastFM_28361'],,,"['Lost In Space', 'Life Is Elsewhere', ""Don't Walk In The Dark (Oh Baby)"", ""You're A Queen"", 'The Moon and the Stars', 'Paraphernalia', 'The Balloon Race', 'Strange Feeling']",Star,lastFM_28361,660.0,,M. Wright,
discogs_140556,['discogs_140556'],Virgin,,"['Dangerous Man', 'The War Song', 'Unfortunate Thing', 'Crime Time', 'Mistake No. 3', 'The Dive', 'The Medal Song', ""Don't Talk About It"", 'Mannequin', 'Hello Goodbye']",Waking Up With The House On Fire,discogs_140556,,Electronic / Dance,Culture Club,Canada
discogs_178313,['discogs_178313'],Acrobat Music,2015-01-01 00:00:00,"['Miss Martha King', 'When Your Baby Packs Up And Goes', 'Got The Blues', 'Take A Swing With Me', 'Mistreated Woman', 'B.B. Boogie', 'The Other Night Blues', ""Walkin' And Cryin'"", ""My Baby's Gone"", ""Don't You Want A Man Like Me"", 'B.B. Blues', ""She's Dynamite"", ""She's A Mean Woman"", 'Hard Working Woman', ""3 O'Clock Blues"", ""That Ain't The Way To Do It"", ""Fine Lookin' Woman"", ""She Don't Move Me No More"", 'Shake It Up And Go', 'My Own Fault, Darling', 'Gotta Find My Baby', 'Someday Somewhere', 'You Know I Love You', ""You Didn't Want Me"", 'Story From My Heart And Soul', 'Boogiw Woogie Woman', 'Woke Up This Morning', ""Don't Have To Cry"", 'Please Love Me', 'Highway Bound', 'Please Hurry Home', 'Neighborhood Affair', 'Why Did You Leave Me', 'Blind Love', 'Praying To The Lord', 'Please Help Me', 'Love You Baby', 'The Woman I Love', 'Everything I Do Is Wrong', ""Don't You Want A Man Like Me"", 'Whem My Heart Beats Like A Hammer', 'Bye Bye Baby', 'You Upset Me Baby', 'Whole Lotta love', 'Everyday I Have The Blues', ""Sneakin' Around"", 'Jump With You Baby', 'Lonely And Blue', 'Shut Your Mouth', ""I'm In Love"", 'Boogie Rock', ""Talkin' The Blues"", 'Ten Long Years', 'What Can I Do?', ""I'm Cracking Up Over You"", 'Ruby Lee', ""Crying Won't Help You"", ""Can't We Talk It Over"", 'Sixteen Tons', 'Did You Ever Love A Woman', ""Let's Do The Boogie"", 'Dark Is The Night Pt.1', 'Dark Is The Night Pt 2', 'Bad Luck', 'Sweet Little Angel', 'On My Word Of Honor', 'Bim Bam', 'Early In The Morning', ""You Don't Know"", 'How Do I Love You', ""You Can't Fool My Heart"", 'I Want To Get Married', 'Troubles, Troubles, Troubles', 'Quit My Baby', 'Be Careful With A Fool', 'I Wonder', 'I Need You So Bad', 'The Key To My Kingdom', 'My Heart Belongs To Only You', 'You Know I Go For You', 'Why Do Everything Happem To Me', 'Days Of Gold', ""Don't Look Now, But You Got The Blues"", 'Please Accept My Love', ""You've Been An Angel"", 'Worry Worry', 'I Am', 'The Fool', 'Come By Here', ""A Lonely Lover's Plea"", 'Woman I Love', 'Time To Say Goodbye', 'Every Day I Have The Blues', 'Sugar Mama', 'Mean Old Frisco', 'Sweet Sixteen Pts 1 & 2', 'Got A Right To Love My Baby', 'My Own Fault', ""Partin' Time"", 'Good Man Gone Bad', 'Walking Dr. Bill', 'You Done Lost Your Good Thing Now', 'Things Are Not The Same', ""Fishin' After Me"", 'Bad Luck Soul', 'Get Out Of Here', 'Hold That Train', 'Understand', 'Peace Of Mind', 'Someday Baby', ""You're Breaking My Heart"", 'Bad Case Of Love', 'My Sometime Baby', 'Lonely', 'Gonna Miss You Around Here', 'Hully Gully Twist', ""3 O'Clock Stomp"", 'Mashed Potato Twist', 'Mashing The Popeye', 'Tell Me Baby', 'Going Down Slow', 'Your Letter', 'Blues For Me']",The Complete Singles As & Bs 1949-62,discogs_178313,,,B.B. King,UK
