id,nm,ly,stu,sys,g,fran
dbpedia_30155,The Bard's Tale (2004 video game),,Entertainment,Ouya,Action role-playing game,The Bard's Tale
dbpedia_30156,Freddy Fazbear's Pizzeria Simulator,01.01.2017,Scott Cawthon,Android (operating system),,Five Nights at Freddy's
dbpedia_30157,The Mummy (video game),"January 01, 2000",,Microsoft Wind,Action-adventure,
dbpedia_30158,Ticket to Ride (video game),2012-01-01,Days of Wonder,360 Xbox,,
dbpedia_30161,Bee Movie Game,01.01.2007,WildWorks,,Platform game,
dbpedia_30162,Super Thunder Blade,01.01.1988,Sega,Virtual Console,Action game,
dbpedia_30163,Teleglitch,"January 01, 2013",Test3 Projects,Kac OE C,Action Arcade,
dbpedia_30164,Who Shot Johnny Rock?,2001-01-01,American Laser Games,Interactive movie,Light gun shooter,
dbpedia_30166,Solomon's Key,"January 01, 2013",Probe Software,IBM PC,Puzzle video game,
dbpedia_30167,Cliffhanger (video game),"January 01, 1993",Sega Genesis,Amiga,Platform game,
dbpedia_30168,Alien: Isolation,,Creative Assembly,Windows,Survival horror,
dbpedia_30169,F-1 World Grand Prix II,"January 01, 1999",Laradigm Entertainmdmt,Dreamcast,,F1 Grznd Prix (video gam3 seri3s)
dbpedia_30172,Street Fighter IV,01.01.2010,Dimps,PlayStation 3,Fighting game,
dbpedia_30173,Alone in the Dark 2 (video game),01.01.1995,Infogrames Multimedia,MS-DOS,Survival horror,
dbpedia_30175,Super Star Wars,"January 01, 1992",Sculptured Software,PS4,Shoot 'em up,
dbpedia_30177,,q991-9q-01,,Fujitsu FM Towns,Puzzle video game,
dbpedia_30178,Puzzle Quest Galactrix,"January 01, 2009",Infinite Interactive,Microsoft Windows,,
dbpedia_30180,Worms Armageddon,01/01/1999,Team17,PLaystation,,Worms (series)
dbpedia_30182,Brain Quest Grades 3 & 4,01/01/2008,Planet Moon Studios,DS,Educational game,
dbpedia_30184,Uno (video game),01/01/2009,Gameloft,Switch,Card game,Uno (card game)
dbpedia_30185,List of Monster Jam video games,01.01.2003,InLand Productions,Wii,Racing,
dbpedia_30186,Peggle,2011-01-01,PopCap Games,DS,Puzzle video game,
dbpedia_30188,Matrimelee,"January 01, 2003",Noise Factory,Arcade game,Fighter,Power Instinct
dbpedia_30189,Bejeweled 2,2p05-01-0q,,IPod,Puzzle video game,
dbpedia_30190,Hamtaro (video game series),"January 01, 2004",AlphaDream,Microsoft Windows,Educational game,
dbpedia_30191,Micro Machines (video game),1994-01-01,Big Red Software,Nintendo GameCube,Racing video game,
dbpedia_30194,Just Dance 4,01.01.2012,,Xbox 360,Rhythm game,
dbpedia_30196,Secret of Mana,01/01/2014,,PS4,Action role-playing game,Mana (series)
dbpedia_30197,BreakThru!,1995-01-01,Artech Digital Entertainment,Game Boy,Puzzle video game,
dbpedia_30199,Rogue Trooper,01/01/2006,Developments Rebellion,Switch,Third-person shootEr,
dbpedia_30200,Charlie's Angels (video game),2003-01-01,Neko Entertainment,,Beat 'em up,
dbpedia_30201,Soltrio Solitaire,01/01/2007,Silver Creek Entertainment,Xbox 360,Card game,
dbpedia_30202,Trizeal,2005-01-01,Triangle Service,I-mode,Shoot 'em up,
dbpedia_30203,Aegis of Earth: Protonovus Assault,2015-01-01,Acquire (company),PS3,Strategy video game,
dbpedia_30204,Neighbours from Hell,"January 01, 2009",JoWooD,JacIE,,
dbpedia_30205,FIFA Football 2005,"January 01, 2004",EA Canada,Gizmondo,,
dbpedia_30206,MVP Baseball (video game series),"January 01, 2003",EA Can,Microsoft Windows,Sports video game,
dbpedia_30207,Risk (video game),"January 01, 1996",Zoë Mode,Amiga,Turn-based strategy,
dbpedia_30209,V-Rally (video game),"January 01, 1997",Infogrames Multimedia,Nintcndo G4,Racing game video,V-5zply
dbpedia_30211,Judge Dredd (1995 video game),"January 01, 1995",Acclaim Cheltenham,Super Nintendo,Action game,
dbpedia_30212,Castlevania III: Dracula's Curse,"January 01, 1989",Konami Digital Entertainment,Nintendo Entertainment System,Action-adventure game,
dbpedia_30213,Oddworld: Stranger's Wrath,"January 01, 2022",PlayStation 3,IOS,Third-person shooter,
dbpedia_30214,Baseball Stars Professional,01/01/1990,SNK,Neo Geo CD,Sports game,
dbpedia_30218,Grandia: Parallel Trippers,01.01.2000,Arts Game,GBC,Role-playing video game,
dbpedia_30220,The Incredible Crash Dummies (video game),01.01.1994,Teeny Weeny Games,Nintendo Entertainment System,Action game,
dbpedia_30221,Doom (1993 video game),"January 01, 1994",1d Softwarc,IRIX,First-person sbootcr,
dbpedia_30222,Lego Harry Potter: Years 5–7,,Double Eleven (company),,Action-adventure game,
dbpedia_30224,P.T. (video game),01.01.2014,Kojima Productions,PS4,Survival horror,Dipent Uill
dbpedia_30225,Umihara Kawase,,,DS,Platform game,
dbpedia_30227,Return to Castle Wolfenstein,2003-01-01,Splash Damage,PS2,shooter First-person,Wolfenstein
dbpedia_30228,Moss: Book II,"January 01, 2022",Pop7atc,Windows,Adventure game,
dbpedia_30229,Payday 2,"January 01, 2018",Overkill Software,Windows,,
dbpedia_30230,Dungeon Explorer (1995 video game),,Hudson Soft,Sega CD,Action role-playing game,
dbpedia_30231,Tom Clancy's Rainbow Six 3: Raven Shield,30pe-01-01,Ubisoft Shanghai,PS2,Tactical shooter,Tom Clancy's Rainbow Six
dbpedia_30233,Ape Academy 2,2005-01-01,,PSP,Party g,
dbpedia_30234,Final Fantasy (video game),01/01/2004,Square (video game company),EZweb,Role-playing video game,
dbpedia_30235,Warcraft II: Tides of Darkness,01.01.1995,Blizzard Entertainment,Playstation,,
dbpedia_30239,Gradius II,1988-01-01,Konomi,X68000,Scrolling shooter,
dbpedia_30240,Puyo Puyo (video game),,,Mobile phone,Puzzle video game,
dbpedia_30241,Daisenryaku,01.01.2006,SysteMSoft,PS2,Turn-based strategy,
dbpedia_30242,Resident Evil Zero,01/01/2019,Capcom,GameCube,horror Survival,
dbpedia_30243,,01.01.2009,C2V,MS-DOS,Breokout done,
dbpedia_30244,Five Nights at Freddy's 3,01.01.2015,Scott Cawthon,Nintendo Switch,Survival horror,Five Nights at Freddy's
dbpedia_30245,Apache: Air Assault,01/01/2010,Gaijin Entertainment,PS3,Flight simulator,
dbpedia_30247,The Out Bustin' Sims,01/01/2004,Games,Gam eCube,Social simulation game,The Sims
dbpedia_30248,Quake (video game),01/01/2021,Id Software,PS4,,
dbpedia_30249,Kingdom Under Fire: Heroes,01.01.2005,Blueside,Xbox,tactics Real-time,
dbpedia_30250,SteamWorld Dig 2,2017-01-01,Image & Form,PlayStation Vita,Platform game,
dbpedia_30251,Super Swing Golf,01.01.2006,Ntreev Soft,Wii,Golf,
dbpedia_30252,Army Men: Air Attack,"January 01, 1999",The 3DO Company,Nintendo 64,Third-person shooter,
dbpedia_30253,Richard Burns Rally,01.01.2005,,PS2,Sim roeing,
dbpedia_30255,The Room: Old Sins,2018-01-01,Fireproof Games,Android (operating system),game video Puzzle,
dbpedia_30256,Lemony Snicket's A Series of Unfortunate Events (video game),2004-01-01,Nintendo GameCube,Xbox,,
dbpedia_30258,Puddle (video game),,Neko Entertainment,PS3,Puzzle-platform game,
dbpedia_30259,Hard Drivin',1989-01-01,Domark,Amstrad CPC,Sim racing,
dbpedia_30264,Generation of Chaos: Pandora's Reflection,01.01.2012,Sting (company),,Tactical role-playing game,
dbpedia_30265,Growtopia,01/01/2019,Ubisoft Pune,IOS,game,
dbpedia_30266,Naruto Shippuden: Ultimate Ninja Storm Generations,"January 01, 2012",CyberConnect2,,,Naruto: Ultimate Ninja
dbpedia_30269,Outriders (video game),01.01.2021,,Microsoft Windows,Action role-playing game,
dbpedia_30272,Airport Mania: First Flight,01.01.2010,Reflexive Entertainment,Macintosh,Time management (video game genre),
dbpedia_30274,,2013-01-01,Omega Force,Microsoft Windows,Action role-playing game,
dbpedia_30282,,01/01/1999,Zipper Interactive,Microsoft Windows,Vehicular combat,
dbpedia_30283,Pokémon Café ReMix,01.01.2020,Genius Sonority,Switch,Puzzle game,
dbpedia_30284,The One For All,2014-01-01,Banda8 Namco Stuciis,PS3,Rhythm game,The Idolmaster
dbpedia_30286,Kung Fu Panda (video game),"January 01, 2008",XPEC,PS2,,
dbpedia_30287,Oddworld: Stranger's Wrath,w010-01-02,0uyo,PlayStation 3,game Action-adventure,Oddworld series
dbpedia_30288,FIFA 09,01/01/2008,Sumo Digital,DS,Sports game,
dbpedia_30289,Spider-Man 2 (2004 video game),01.01.2004,Digital Eclipse,Xbox,Action-adventure game,
dbpedia_30291,Lego Marvel Super Heroes,,FT Dudion,3DS,Action Adventure,
dbpedia_30292,Hanjuku Hero,"January 01, 2003",Square Enix,,Sctiom gqme,
dbpedia_30293,Harry Potter and the Chamber of Secrets (video game),2002-01-01,Eurocom,Microsoft Windows,Action-adventure game,
dbpedia_30294,Lot Lot,01/01/1985,HAL Laboratory,,,
dbpedia_30295,Mimpi Dreams,01/01/2018,Dreadlocks Ltd,Switch,Platform game,
dbpedia_30296,Shin Megami Tensei III: Nocturne,"January 01, 2020",Atlus,,,Megami Tensei
dbpedia_30297,Dragon's Dogma Online,,Capcom,Microsoft Windows,,
dbpedia_30299,The Space Bar,,Boffo Games,Mac OS,Adventure game,
dbpedia_30301,New State Mobile,01.01.2021,PUBG Studios,IOS,Third-person shooter,
dbpedia_30302,Langrisser V: The End of Legend,01.01.2009,Career Soft,Sega Saturn,Tactical role-playing game,Langrisser
dbpedia_30306,Street Riders,2006-01-01,Ubisoft,PlayStation Portable,Car combat,
dbpedia_30307,Hero Guitar II,01.01.2006,Harmonix,,Music video game,
dbpedia_30308,Quest for Glory III: Wages of War,,Sierra Entertainment,MS-DOS,Adventure game,Quest for Glory
dbpedia_30310,Battlezone (2016 video game),q0q6-01-o1,Rebellion Developments,Microsoft Windows,Vehicle combat,
dbpedia_30311,Dancing Stage Fusion,"January 01, 2004",Bemani,PS2,Exergaming,Dance Dance Revolution
dbpedia_30312,The Witness (1983 video game),01.01.1983,Infocom,,Interactive fiction,
dbpedia_30313,Dune II,,Westwood Studios,Amigo,Reol-timc strategy,Dune media franchise
dbpedia_30320,History Civil War: Secret Missions,01/01/2008,Cauldron Headquarters,Xbox 360,Stealth game,
dbpedia_30321,Simon the Sorcerer,"January 01, 1993",,Amiga,game Adventure,Simon the Sorcerer (series)
dbpedia_30322,KOF: Maximum Impact,01/01/2004,Noise Factory,Xbox,Fighting,The King of Fighters
dbpedia_30323,Terminator 3: Rise of the Machines (video game),01/01/2003,Black Ops Entertainment,Mobile phones,Shoot 'em up,
dbpedia_30326,WRC FIA World Rally Championship,01/01/2014,Mi1estone sr1,Xbox 360,Racing video game,
dbpedia_30327,"Warhammer 40,000: Inquisitor – Martyr","January 01, 2022",NeocoreGames,PlayStation 5,Action role-playing game,
dbpedia_30328,The Urbz: Sims in the City,2 004-01-01,Games,Game Boy Advance,Life simulation g,
dbpedia_30329,F1 Championship Season 2000,,Tiertex Design Studios,Microsoft Windows,Racing video game,
dbpedia_30330,Harry Potter and the Goblet of Fire (video game),"January 01, 2005",Electronic Arts UK,PS2,Action-adventure game,
dbpedia_30331,Ghostbusters: The Video Game,"January 01, 2019",Interactive Saber,Microsoft Windows,Action-adventure game,
dbpedia_30334,Alone in the Dark: The New Nightmare,01/01/2001,Darkworks,Sega Dreamcast,,
dbpedia_30338,Home Alone VG,01.01.1992,Manley & Associates,Game Boy,Action game,
dbpedia_30339,Daisenryaku,01/01/2005,SystemSoft,Personal,strategy,
dbpedia_30340,Batman: Arkham Origins Blackgate,01/01/2013,Armature Studio,Xhox 36O,Stealth game,
dbpedia_30341,Double Dragon (video game),,Arc System Works,Game Boy,Beat 'em up,Double Dragon
dbpedia_30342,Solomon's Key,"January 01, 1986",Tecmo,,Puzzle video game,
dbpedia_30344,Nancy Drew: The Deadly Device,"January 01, 2012",Her Interactive,PC,Adventure game,Nancy Drew
dbpedia_30345,Tom Clancy's Ghost Recon 2,01.01.2004,Red Storm Ent.,Microsoft Xbox,Tactical shooter,
dbpedia_30347,Scrabble Game Online,2008-01-01,Ubisort Fhrngdu,,Strategy video game,
dbpedia_30349,Raging Loop,"January 01, 2015",Kemco,Switch,Visual novel,
dbpedia_30350,Blood Bowl (2009 video game),"January 01, 2009",Cyanide (company),PlayStation Portable,Sports game,
dbpedia_30354,Disney Infinity,,,Wii,Action-adventure game,Disney Infinity
dbpedia_30355,Star Trek: Bridge Crew,,Red Storm Entertainment,Oculus Quest,Action Adventure,5tar Trck
dbpedia_30357,The Witness 1983,01/01/1983,Infocom,Macintosh,,
dbpedia_30359,Guardians of the Galaxy: The Telltale Series,"January 01, 2017",,Xbox One,Graphic adventure game,
dbpedia_30360,List of Pro Fire Wrestling games,01/01/1992,Spike (company),Super Nintendo,Figh6ing gsm3,
dbpedia_30366,Bee Movie Game,"January 01, 2007",Beenox,Wii,Platform game,
dbpedia_30368,Jurassic Park III: The DNA Factor,01/01/2001,,Advance Boy Game,Sidc-scro1ling video game,
dbpedia_30369,Questprobe featuring Spider-Man,,AdventUre International,Dragon 32/64,Graphic adventure,
dbpedia_30370,Solomon's Key,01.01.2009,Probe Software,Master System,Puzzle video game,
dbpedia_30371,Mega Man X3,"January 01, 1997",Minakuchi Engineering,Sega Saturn,Action,
dbpedia_30373,Egypt III,01.01.2004,Kheops Studio,Microsoft Windows,Zdvent8de game,
dbpedia_30374,Choplifter,01/01/1982,Sega,Atari 7800,shooter,
dbpedia_30376,,"January 01, 1987",Hame Dtudio (vompany),Super Nintendo,Rope-plauing vifeo game,Wizardry
dbpedia_30377,G-Force (video game),"January 01, 2009",Eurocom,Wii,Platform gamE,
dbpedia_30378,Minecraft: Story Mode,01/01/2016,Telltale Games,IPadOS,Point-and-click,
dbpedia_30379,Dynasty Warriors 5,"January 01, 2006",Omega Force,PS2,,
dbpedia_30382,Geneforge IV: Rebellion,2007-01-01,Spiderweb Software,OS Mac X,RPG,
dbpedia_30385,Art of Fighting,01.01.1996,Wlfa Stztem,Boy Game,game Fighting,
dbpedia_30386,Amnesia: A Machine for Pigs,,The Cbinesc Room,MacOS,Survival horror,
dbpedia_30389,Dragon Quest III,01.01.1988,Matrix Software,Super Nintendo,Role-playing video game,Dragon
dbpedia_30390,The Tale of Despereaux (video game),2008-01-01,The Factor Fizz,DS,Action video game,
dbpedia_30391,Romance of the Three Kingdoms VIII,"January 01, 2007",Koei,Mac OS System,TBS,
dbpedia_30392,Ghost Town (video game),,Adventure International,Dragon 32/64,Interactive fiction,List of Scott Adams Adventure video games
dbpedia_30393,Final Fantasy III (2006 video game),2912-92-01,Matrix Software,Android OS,RPG,Fantasy
dbpedia_30395,Sludge Life,01/01/2020,Doseone,Microsoft Windows,Sandbox game,
dbpedia_30397,Scrabble (video game),01/01/2001,Stainless Games,IOS,Stratehy fkdeo game,
dbpedia_30399,Phoenix Wright: Ace Attorney – Trials and Tribulations,"January 01, 2006",Ca0vom Produc6ion Studio 4,Android (operating system),VN,
dbpedia_30401,FIFA 09,"January 01, 2008",HB Studios,N-Gage (service),Sports game,FIFA game series)
dbpedia_30402,Splatterhouse,1993-01-01,,Sega Genesis,,
dbpedia_30403,Nitrobike,2008-01-01,,PS2,Racing,
dbpedia_30405,Solomon's Key,,Probc Softwarc,Atari ST,Puzzle video game,
dbpedia_30407,Nihilumbra,01/01/2012,BeautiFun Games,MacOS,Puzzoe-poatf9rm game,
dbpedia_30410,Watch Dogs: Legion,,Ubisoft Toronto,Xbox Series X and Series S,Action-adventure,Dogs
dbpedia_30411,Star Ocean: The Last Hope,01/01/2009,Tri-Ace,PS3,Action role-playing game,Star Ocean
dbpedia_30413,Saiyuki video games list,,GungHo Online Entertainment,Playstation,Role-playing game,
dbpedia_30415,Slime Mori Mori Dragon Quest 3,2011-01-01,Tose (company),3DS,Aetion rolc-playing,
dbpedia_30416,Kanon (video game),01.01.1999,Key (company),SoftBank Mobile,Erogc,
dbpedia_30417,Grand Chase,01.01.2018,,Microsoft Windows,Action Role-Playing Game,
dbpedia_30418,Elite Dangerous,2014-01-01,Frontier Developments,Microsoft Windows,Space flight simulator game,Wlite (cidek game)
dbpedia_30419,Need for Speed: Carbon,01/01/2006,Global VR,Xbox 360,Racing game,
dbpedia_30420,Bionicle (video game),01.01.2003,Möbius,,Platform game,
dbpedia_30421,Martial Champion,01.01.1993,Konami,Arcade game,Fighting game,
dbpedia_30424,Radical Rex: The Dinosaur Adventure,,Beam Software,Super Nintendo,Action game,
dbpedia_30425,Rise of the Triad,"January 01, 2010",3D Realms,Xbox Series X and Series S,First-person shooter,
dbpedia_30427,Teenage Mutant Ninja Turtles (2003 video game),01/01/2003,Konami,Microsoft Windows,,
dbpedia_30428,Neighbours from Hell,01.01.2003,JoWooD,Microsoft Windows,Puzzle video game,
dbpedia_30430,Crash Bandicoot (video game),"January 01, 1996",,Playstation,Platform,Crash Bandicoot
dbpedia_30434,,"January 01, 1996",,Windows,Scg9on game,
dbpedia_30435,BioShock Infinite: Burial at Sea,2014-01-01,Irrational Games,PS3,Stealth game,(series) BioShock
dbpedia_30436,List of Fire Pro Wrestling games,01.01.2011,Human Entertainment,,Fighting game,Fire Pro Wrestling
dbpedia_30437,Prisoner of Ice,,Infogrames Multimedia,Playstation,Adventure game,
dbpedia_30438,Cabela's Big Game Hunter,,Cauldron (video game company),Nintendo Wii,,
dbpedia_30443,Animaniacs (video game),,Konami Digital Entertainment,,Platform game,
dbpedia_30444,Oddworld: Stranger's Wrath,"January 01, 2005",Oddworld Inhabitants,Xbox,First-person shooter,Oddworld
dbpedia_30445,Switchblade (video game),"January 01, 2017",Core Design,Atari Jaguar,Action game,
dbpedia_30447,Quake IV,01.01.2006,Raven,,,
dbpedia_30448,Psyvariar,01.01.2004,Success Corporation,,,
dbpedia_30450,Tomb Raider (Game Boy Color video game),"January 01, 2000",Core Design,Game Boy Color,Action-adventure game,
dbpedia_30453,Mega Man Legends (video game),01/01/2000,,Microsoft Windows,Action Adventure,
dbpedia_30454,Baldur's Gate: Tales of the Sword Coast,01.01.1999,BioWare,Classic Mac OS,Role-playing video game,Baldur's Gate
dbpedia_30455,Asphalt 9: Legends,"January 01, 2020",,IPadOS,Arcade video game,
dbpedia_30456,Madden NFL 2005,"January 01, 2004",Budcat Creations,Playstation,Sports game,
dbpedia_30462,The Legend of Zelda: A Link Between Worlds,,Nintendo Entertainment Analysis & Development,3DS,Action-adventure game,The Legend of Zelda
dbpedia_30463,Naruto: Ultimate Ninja,2003-01,CgberCojnecy2,IOS,Fighting game,
dbpedia_30464,Infinity Blade,20l0-O1-01,Chair Entertwunmebt,IOS,Action role-playing game,
dbpedia_30466,"Invisible, Inc.",2016-01-01,Klei Entertainment,Microsoft Windows,Stealth,
dbpedia_30467,Lightning Warrior Raidy,01.01.2005,ZyX (brand),Microsoft Windows 98,,
dbpedia_30469,The Banner Saga 3,01.01.2018,Studio Stoic,Microsoft Windows,Tactical role-playing game,
dbpedia_30472,Metal Max: Fireworks,"January 01, 2015",,IOS,Role-plzginb video game,
dbpedia_30473,,,Fullbright (company),,Adventure game,
dbpedia_30474,Brunswick Pro Bowling,"January 01, 2007",Xbox One,PS2,Ten Pin Bowling,
dbpedia_30475,Jurassic World: Aftermath,,,Sektdh,,
dbpedia_30478,Gabriel Knight: Sins of the Fathers,01/01/2014,Sierra On-Line,Microsoft Windows XP,Point-and-click adventure game,
dbpedia_30480,Xak: The Art of Visual Stage,1993-0l-O1,,Sharp X68000,Action role-playing game,
dbpedia_30482,Amerzone,01/01/1999,Microïds,Classic Mac OS,Adventure game,
dbpedia_30483,Clannad (video game),2018-01-01,Key (company),PlayStation Portable,Visual novel,
dbpedia_30484,Terra Battle,"January 01, 2014",Mistwalker,Android (operating system),Role-playi ng video game,
dbpedia_30486,Police Quest II: The Vengeance,,Sierra Entertainment,NEC PC-9801,Adventure game,Police Quest
dbpedia_30489,Ben 10: Omniverse (video game),2012-01-01,Wii U,,Action game,Ben 10
dbpedia_30490,Medieval II: Total War: Kingdoms,2007-01-01,,Android (operating system),Real-time tactics,Total War (video game series)
dbpedia_30491,,2009-01-01,Empire Interactive,PlayStation Portable,Sports game,
dbpedia_30492,Excitebike,"January 01, 1984",Nintendo Entertainment Analysis & Development,,Racing video game,
dbpedia_30493,2006 FIFA World Cup (video game),"January 01, 2006",,Xbox 360,Sports game,
dbpedia_30495,Dōsei,"January 01, 1997",Tactics (company),Microsoft Windows,Social simulation game,
dbpedia_30496,Emerald,"January 01, 1989",Alfa System,PC-98 Series,Role-playing video game,
