id,t,ar,rd,rc,du,lb,g,tk
mbrainz_10599,Fly to Learning,Sundose,07/29/2009,United Kingdom of Great Britain and Northern Ireland,1h 8m 36s,,,"['In The Music', 'Rainbow Serpent (feat. Faders)', 'Loud & Clear (Remix for Vibe Tribe)', 'Learning To Fly', 'Disco Dancer (Remix for Ananda Shake)', 'Inside Ur Mind', 'Electrofeelia', 'Aspemia Dreams', 'Low Frequency']"
mbrainz_10604,Celebrity Skin,Celebrity Skin,,,0:14:16,,,"['S.O.S.', 'Clown Scare', 'Monster', ""Mother's Day""]"
mbrainz_10624,Live in the Voodoo City,Gene Loves Jezebel,1999,United States of America,1:13:46,,,"['Josephina', 'Who Wants to Go to Heaven', 'Come Naturally', 'Sweet Sweet Rain', 'Uptown', 'Kiss of Life', 'So Sad', 'Love Keeps Dragging Me Down', 'Jealous', 'Gorgeous', 'Desire', 'Upstairs', 'The Motion of Love']"
mbrainz_10628,Echoes Out of Time,"Testament de la LumiÃ¨re, Le",04/09/2010,Austria,1h 10m 11s,,,"['Echoes Out of Time', 'Retaliation... And the Gods Have Smiled', 'Decline', 'Marsch Der Kolonnen', ""Moving Machines Waste Their Time in Dead Factory's, Part 2"", 'Fernes Licht', 'Dome of Skulls', 'SpÃ¤te Mitternachtsstunde', 'Standing Stones', 'Dolmen', 'The Wind Tells Forgotten Times', 'Lulloden', 'Walking Through Desert Valleys', 'Cold Cell', 'Erebus']"
mbrainz_10639,,Old Wainds,01/01/2002,,38:27,,,"['ÐŸÐ¾Ð²ÐµÑ€Ð¶ÐµÐ½Ð½Ñ‹Ð¹ Ð¸ Ñ€Ð°Ñ?Ñ‚Ð¾Ð¿Ñ‚Ð°Ð½Ð½Ñ‹Ð¹', 'Ð¡Ð²Ñ?Ñ‚Ð¾Ð¹ Ð¼ÐµÑ€Ñ‚Ð²Ñ‹Ð¹', 'ÐžÐ±ÑŒÑ?Ñ‚Ñ‹Ð¹ Ð¿Ð»Ð°Ð¼ÐµÐ½ÐµÐ¼', 'Ð’Ñ€Ð°Ñ‚Ð° Ñ…Ð¾Ð»Ð¾ÐºÐ¾Ñ?Ñ‚Ð° Ð·Ð¸Ð¼Ñ‹', 'Ð\xa0ÐµÐ»Ð¸Ð³Ð¸Ñ? Ð´ÑƒÑ…Ð¾Ð²Ð½Ð¾Ð³Ð¾ Ð½Ð°Ñ?Ð¸Ð»Ð¸Ñ?', 'Ð?ÐµÑ‡ÐµÑ?Ñ‚Ð¸Ð²Ñ‹Ð¹ Ñ?ÐµÐ²ÐµÑ€Ð½Ñ‹Ð¹ Ð¼ÐµÑ‚Ð°Ð»Ð»', 'Ð’ Ð°Ð¿Ð¾Ð³ÐµÐµ Ð¿Ñ€Ð¾Ñ†Ð²ÐµÑ‚Ð°Ð½ÑŒÑ?', 'Ð¡Ð¾Ð½ Ð±ÐµÑ?Ñ?Ð¼ÐµÑ€Ñ‚Ð½Ñ‹Ñ…']"
mbrainz_10646,Avi Buffalo,Avi Buffalo,2010-04-27,USA,44m 55s,,,"['Truth Sets In', ""What's in It For?"", 'Coaxed', 'Five Little Sluts', 'Jessica', 'Summer Cum', 'One Last', ""Can't I Know?"", 'Remember Last Time', ""Where's Your Dirty Mind""]"
mbrainz_10650,Echoes From Beneath,Slugathor,2009-06-25,,38m 52s,,,"['Summoning (The True Face of Evil)', 'Stormtroopers', 'The Smoke', 'Unveil the Passage', 'Abomination', 'Last Rites', 'Downfall']"
mbrainz_10669,Nostalgia for the Future (orig.),Constants,2004-09-01,United States of America,0:00:00,,,"['In Media Res', 'Entering Exeter, Part 1', 'Entering Exeter, Part 2', 'The Perpetual Morning Subsequent', 'A Blur of Trees', 'Hypnopaedia', 'Return to Inevitability', 'And the Future of Beginning']"
mbrainz_10678,Time Slows Down in Dreams,"Joyner, Simon",01.01.2009,USA,0:00:00,,,"['Time Slows Down in Dreams', ""Sean Foley's Blues""]"
mbrainz_10714,Elevators Falling,MC 900 Foot Jesus,03/11/1996,UK,21:21,,,
mbrainz_10715,Salad Days (album),"8e1ew, Adrian",02/09/1999,United States of America,50m 27s,,,"['The Lone Rhinoceros', 'Men in Helicopters', 'The Rail Song!', 'Everything', 'Three of a Perfect Pair (Live in Argentina)', 'Return of the Chicken', 'Never Enough', 'The Man in the Moon', 'I Remember How to Forget', 'Bad Days', 'Fly (Live in Argentina)', 'Young Lions', 'Things You Hit With a Stick', 'Cage', 'Dinosaur', 'One of Those Days']"
mbrainz_10737,Casanova (Your Playing Days Are Over),"Andrews, Ruby",,,2312,,,"['Casanova (Your Playing Days Are Over)', 'Everybody Saw You', 'Help Yourself Lover', ""I Guess That Don't Make Me A Loser"", 'Gotta Break Away', 'You Made A Believer Out of Me', 'Casanova 70', 'Can You Get Away', ""You Can Run, But You Can't Hide"", ""Uh Uh Boy, That's a No No"", 'Since I Found Out', 'Tit for Tat']"
mbrainz_10744,Hidden Gems,O.C.,,,3842,,,"['O-Zone (original unreleased version)', 'Snakes', 'Word... Life (remix)', 'Stronjay (original unreleased version)', 'Crooklyn', ""You Won't Go Far"", 'Day One', 'Get Yours (remix)', 'King of N.Y.', 'Bonafide', 'Wordplay', 'U-N-I', 'Half Good, Half Sinner', 'Emotions (remix)', 'The Inventor', 'Yes Sir']"
mbrainz_10756,Only the Greatest,"Jennings, Waylon",07/01/1968,Canada,28m 46s,,,"[""Only Daddy That'll Walk the Line"", 'California Sunshine', 'Weakness in a Man', 'Sorrow (Breaks a Good Man Down)', 'Christina', 'Such a Waste of Love', 'Walk on Out of My Mind', 'Kentucky Woman', 'Long Gone', ""You'll Think of Me"", 'Wave Goodbye to Me', 'Too Far Gone']"
mbrainz_10766,True Devotion,"Votolato, Rocky",23.02.2010,USA,2055,,,"['Lucky Clover Coin', 'Fragments', 'Red River', 'Eyes Like Static', 'Sparklers', 'Instrument', 'What Waited for Me', 'Sun Devil', 'Donâ€™t Be Angry', 'Where We Started']"
mbrainz_10773,Inception,Experience of Nation,1994,Germany,0:53:44,,,"['Inspiration I', 'The Human Rights', 'Final Exit', 'Raindrops', 'Fake Feeling', 'Labyrinth', 'Gunshots', 'Electric Chair', 'Inspiration II', 'Oasis']"
mbrainz_10786,Colors,"Lcc, Amos",2005-01-01,United Kingdom of Great Britain and Northern Ireland,408,,,"['Colors', 'Jails and Bombs']"
mbrainz_10797,Casanova,Xaxakes (and others),01.01.2000,Greece,47:07,,,"['Don Juan de Casanova', 'Monte Carlo', 'Gay Guy', 'Î£Ï„Î¹Î³Î¼Î\xadÏ‚', 'Î\xa0Î\xadÏ†Ï„ÎµÎ¹', 'Sexy', 'Casanova', 'Air', 'Î’Î±ÏƒÎ¹Î»Î·Î¬Ï‚', 'Î£Ï„Î¹Î³Î¼Î\xadÏ‚ (remix)', 'Rendez vouz ÏƒÏ„Î¿ Monaco']"
mbrainz_10808,The Lost Tapes 2,Nas,01/01/2004,,4416,,,"['Intro (Illmatic Release Party)', 'Live Freestyle', ""It Ain't Hard to Tell (live)"", 'The Pledge', 'Sometimes I Wonder', 'The Rise and Fall', 'Mo Money Mo Murda', 'The Essence', 'Stay Chiseled', 'One on One', 'Who U Rep (with)', 'Some of Them', 'Calm Down', 'Blood Money 2', 'My Niggaz', 'Let My Niggaz Live', 'Verbal Intercourse', 'Fast Life [remix]', 'Holla Back', 'Queens Day', 'Hot', 'Millenium Thug', 'Freestyle']"
mbrainz_10813,Every Day's Last Your Day,Yuma Sensa,01/01/2001,French Republic,9m 53s,,,"[""Every Day's Your Last Day"", 'Waste Away', 'Funky Moped']"
mbrainz_10819,Four Minute Warning,"Owen, Mark",,,0:14:16,,,"['Four Minute Warning', 'Live If You Try', 'Jaywalker']"
mbrainz_10876,Judgement Day EP,Calihrc,2010-06-14,,0:22:36,,,
mbrainz_10889,Candy Apple Daydreams,Hyperbubble,01/01/2010,United States of America,1834,,,"['Red Delicious Overture', 'Candy Apple Daydreams', 'Girl Boy Pop Toy', 'Mind the Gap', 'Chop Shop Cop', 'Pictures of Paradise', 'Teddy Bear Crime Wave', 'Supermarket Casanova', 'UFO Beach Party', 'Hyperactive', 'Moogzilla vs. Korgatron', 'Top Ten Lullabyes']"
mbrainz_10902,The Conversation Disc Series,"Cure, The",01/01/1988,United Kingdom of Great Britain and Northern Ireland,2614,,,['[Interview]']
mbrainz_10905,Instant Punk Classics,Notsensibles,1994-10-01,United KingdOm of Great Britain and Northern Ireland,70:26,,,"[""(I'm in Love With) Margaret Thatcher"", 'Little Boxes', ""Garry Bushell's Band of the Week"", 'Death to Disco', 'Coronation Street Hustle', 'Lying on the Sofa', 'Instant Classic', 'Girl With Scruffy Hair', 'Freedom', 'King Arthur', 'Death to Disco', 'Ploppy', 'I Am a Clone', 'Little Boxes', 'Sick of Being Normal', '(Love Is Like) Banging My Head Against a Brick Wall', ""Because I'm Mine"", 'Wrong Love', 'Blackpool Rock', ""Daddy Won't Let Me Love You Song"", ""Don't Wanna Work Anymore"", 'I Thought You Were Dead', 'I Make a Balls of Everything I Do', 'Teenage Revolution', 'I Am the Bishop', 'Telephone Rings Again']"
mbrainz_10909,Sie Ist Weg Unplugged,"Fantastischen Vier, Die",2000,Germany,0s,,,"['Unplugged', 'F4 Instrumental', ""She's Wack! (remix)""]"
mbrainz_10920,Purplemetalflakemusic,The Fluid,01/01/1992,,0:00,,,"['My Kind', 'One Eye Out', ""She Don't Understand"", '7/14', 'Pill', ""Wasn't My Idea"", 'On My Feet', 'Lies', 'Mister Blameshifter', ""Said That I'm Through"", 'Change', 'Hand in Hand']"
mbrainz_10923,Funeral Nation,Configuration Midnight,1997,United Kingdom of Great Britain and Northern Ireland,43m 28s,,,"['Subterrania (Descent)', 'Transmission Soul', 'Sinister Sinister', 'Graveyard Eyes', 'Force', 'Mesmerise', 'Snowblind', 'A Gothic Lullaby', 'Funeral Nation', 'Sacred Cities', 'Unfolding the Wings of Winter', 'Chaos Mind 2 (Resurrected)', 'Breaking the Spirit', 'Manifestation (Ascent)']"
mbrainz_10924,RUN TO THE FUTURE (release),Dream5,w010-0w-q0,Japan,0:24:58,,,"['ã‚¿ãƒ“ãƒ€ãƒ?ãƒŽã‚¦ã‚¿', 'We are ã‚?ã?£Challenger!!', 'ã?²ã?¾ã‚?ã‚Š', 'ã‚¢ãƒªã‚¬ãƒˆã‚¦ã?®å\xad£ç¯€', ""I don't obey ã€œåƒ•ã‚‰ã?®ãƒ—ãƒ©ã‚¤ãƒ‰ã€œ""]"
mbrainz_10949,California Gurls,"Perry, Katy",2010-06-01,United States of America,8:02,,,"['California Gurls', 'Hot N Cold (YELLE remix)']"
mbrainz_10951,Funk on Fire: The Mercury Anthology,Ohio Playe,,United States of America,1:18:17,,,"['Skin Tight', 'Jive Turkey', 'Heaven Must Be Like This', 'Fire (album version)', 'Together', 'I Want to Be Free', ""It's All Over"", 'Piano Ballad (Just Right)', 'Fopp', 'Sweet Sticky Thing', 'Love Rollercoaster', 'Honey', 'There It Is', 'Happy Holidays, Parts 1 & 2', ""Who'd She Coo"", 'Bi-Centennial', 'Far East Mississippi', 'Only a Child Can Love', 'Angel', 'O-H-I-O', 'Body Vibes', 'Alone', 'Good Luck Charm', 'Funk-O-Nots', 'Time Slips Away', 'Shady Lady', 'Wonderful', 'More Than Love']"
mbrainz_10953,Middle of Nowhere,A Bridge Far Away,08/02/2010,,0:00:00,,,"['The Sun Falls Into the Sea', 'Out on the Steppes', 'Antarctica', 'Swamp']"
mbrainz_10954,When They Opened Their Parachutes... Silence,Moon Fog Prophet,01.01.1999,Finland,3453,,,"['A Telegram to the Star Neighbour', 'Moon Fog Prophet', 'A Liar in 602', 'So Unimportant', 'Interlude', 'Enthrone!', 'To the Jaded Columns and Beyond / Figurines on a Red Cloth', ""Miss Curwin's Toys"", 'A Man Called Jimmie Kane', 'Ghost of a Name', 'Starling']"
mbrainz_10956,Monk's Casino,"Schlippenbach, von, Alexander",2005,Switzerland,3796,,,"['Thelonious', 'Locomotive', 'Trinkle-Tinkle', 'Stuffy Turkey', 'Coming on the Hudson', 'Intro Bemsha Swing', 'Bemsha Swing / 52nd Street Theme', 'Pannonica', 'Evidence', 'Misterioso / Sixteen / Skippy', ""Monk's Point"", 'Green Chimneys / Little Rootie Tootie', 'San Francisco Holiday', 'Off Minor', ""Gallop's Gallop"", 'Crepuscule With Nellie', 'Hackensack', 'Consecutive Seconds', 'Brilliant Corners', 'Eronel', ""Monk's Dream"", 'Shuffle Boil', ""Hornin' In"", 'Criss Cross', 'Introspection', 'Ruby, My Dear', 'In Walked Bud', ""Let's Cool One / Let's Call This"", 'Jackie-ing', 'Humph', 'Functional', 'Work / I Mean You', ""Monk's Mood"", ""Four in One / 'Round About Midnight"", 'Played Twice', 'Friday the 13th', 'Ugly Beauty', 'Bye-Ya / Oska T.', ""Bolivar Blues / Well You Needn't"", ""Brake's Sake"", 'Nutty', 'Who Knows', 'Blue Hawk / North of the Sunset / Blue Sphere / Something in Blue', ""Boo Boo's Birthday"", 'Ask Me Now', 'Think of One', 'Raise Four', ""Japanese Folk Song / Children's Song / Blue Monk"", 'We See', 'Bright Mississippi', 'Reflections', 'Five Spot Blues', 'Light Blue', 'Teo', 'Rhythm-A-Ning', 'A Merrier Christmas', 'Straight No Chaser / Epistrophy']"
mbrainz_10960,Sublime Cadaveric Decomposition,Sublime Cadaveric Decomposition,2001,France,1867,,,"['[untitled]', '[untitled]', '[untitled]', '[untitled]', '[untitled]', '[untitled]', '[untitled]', '[untitled]', '[untitled]', '[untitled]', '[untitled]', '[untitled]', '[untitled]', '[untitled]', '[untitled]', '[untitled]', '[untitled]', '[untitled]', '[untitled]', '[untitled]', '[untitled]']"
mbrainz_10961,Nowhere Forever,Love of Diagrams,2009,Australia,51:24,,,"['Static Information', 'Forever', 'Lookout', 'Mountain', 'A Part of You', 'Stones Throw', 'Winding', 'Magnify', 'All You Know', 'On the Breeze', 'Its Professional']"
mbrainz_10968,All Your Base Are Belong to Us,Light the Fuse and Run,,,1735,,,"['I Think They Try', ""Other People's Dishes"", ""This Song's Not About Boys or Girls (It's About Punk Rock)"", 'There Are Spies Among Us', 'Crybaby Lane', 'Instrumentsone', 'The ""Yes"" Men', 'SixFourNineFive', 'Reality-Based TV', 'Glass House Warming Party']"
mbrainz_10969,Under the Sign of the D-Beat Mark,Dishammer,06.06.2010,Japan,15:37,,,"[""The Devil's Advocates"", 'Outlaw Psychopath', 'Welcome Death', 'Under the Sign of the D-Beat Mark', 'Sexwitch', 'Invocation', 'Rusty Coffin']"
mbrainz_10983,Spirit,"Alsing, Lars",09/25/1992,Denmark,45:43,,,"['Spirit', 'Night Time Caravan', 'Rose & Cross', 'Travelling on the Edge of Twilight', 'New Spring', 'Norwegian Girl', 'The Ladder', ""Heaven's Gate""]"
mbrainz_10999,Blackout,2562,2010,United Kingdom of Great Britain and Northern Ireland,13m 19s,,,"['Blackout', 'S.O.S.', 'Boogie Kitchen']"
mbrainz_11002,Emotional Colors,Swede:a,06/23/2010,Germany,59:43,,,"['Black Mining', ""I'm a R.O.B.O.T. (feat. Blaktroniks)"", 'Embrace the Chill (feat. Pursuit Grooves & Comfort Fit)', 'Linguistics (feat. Stray)', 'You Live Forever (feat. Duktus)', 'Sex on the Airplane', 'King of Orleans', 'Snapshots on a Sunday Night', 'Wonkybikez', 'A Room of Prayers (feat. Caits Meissner)', 'Mosambique', 'On My Way (feat. Note & Duktus)', 'Underpurpled', 'Change', 'My Home Is Not Here', 'Samklang']"
mbrainz_11015,Swinginâ€™ Singles,The,,United States of America,0:35:38,,,
mbrainz_11016,House of the Rising Sun,"Isaacs, Gregory",1993,United States of America,24m 15s,,,"['House of the Rising Sun (vocal mix)', 'House of the Rising Sun (A Wicked dub mix)', 'House of the Rising Sun (A Slightly Dubful vocal mix)', 'Mr Cop (A Murderous Combination)', 'Mr Cop (Dub Off Yu Blouse & Skirt)']"
mbrainz_11038,Contraption,Bark!,2007-01-01,United Kingdom of Great Britain and Northern Ireland,43:53,,,"['Polaris', ""It's a Life"", 'Gyre', 'Snout', 'The Diver', 'Below Zero', 'Spanners', 'Mr Pointy', 'Decompression']"
mbrainz_11044,Slow Futures,Sundrips,2010,United States of America,27m 39s,,,"['Preceding Coordinates', 'Daylighting', 'Slow Futures', 'Backwards Compatible']"
mbrainz_11046,The Christmas Spirit,"Cash, Johnny",2009-01-01,United States of America,0:38:16,,,"['The Christmas Spirit', 'I Heard the Bells on Christmas Day', 'Blue Christmas', 'The Gifts They Gave', 'Here Was a Man', 'Christmas as I Knew It', 'Silent Night', 'The Little Drummer Boy', 'Ringing the Bells for Jim', 'We Are the Shepherds', 'Who Kept the Sheep', 'The Ballad of the Harp Weaver']"
mbrainz_11069,Dangerous Times,"Name, The",,,0:00,,,"['Maybe Someday', 'Dangerous Times', 'Jesus and the Devil', 'Walk Into the World', 'Great Depression', 'Southern Girl', 'Calm Before the Storm', 'New Day', 'Last War Song']"
mbrainz_11109,Cerulean,Baths,06/22/2010,,0:43:06,,,"['Apologetic Shoulder Blades', 'Lovely Bloodflow', 'Maximalist', 'â™¥', 'Aminals', 'Rafting Starlit Everglades', 'Hall', ""You're My Excuse to Travel"", 'Rain Smell', 'Indoorsy', 'Plea', 'Departure']"
mbrainz_11140,Undertow,The Cliffs of Dooneen,01.01.1993,United States of America,0:49:12,,,"['Let Go', 'Touchstone', 'Holyman', 'El Diablo', 'Causeway', 'Trust Me', 'Chieftain', 'Bayou', 'Hold On', 'Carol', 'Numb', 'Eamon', 'Home']"
mbrainz_11148,Dancehall Classics,Pinchers,2000-01-01,United States of America,52:45,,,"['Riding West', 'My Heart Is Booked', 'Agony', 'Got to Be Me', 'Bandelero', 'Sit Down Pon It', 'The Gal Dem Cereal', 'Magnet to Steel', 'No Ice Cream Loving', 'Hold Me', 'Guilty to Blame', 'Request to Denise', 'A Small World', 'Hell in Harlem', ""I'm a Don (Don Song)""]"
mbrainz_11153,Singles Collection '99,Rammstein,,,67:47,,,"['Das Modell', 'Kokain', 'Du riechst so gut (single version)', 'Wollt ihr das Bett in Flammen sehen?', 'Engel (extended version)', 'FeuerrÃ¤der (live demo version 1994)', 'Rammstein (Eskimos & Egypt instrumental edit)', 'Sehnsucht', 'Rammstein', 'Du hast', 'BÃ¼ck dich (album version)', 'Seemann', 'Der Meister', 'Rammstein in the House (Timewriter remix)', 'Wilder Wein (demo version 1994)']"
mbrainz_11156,Funeral in Berlin E.P.,X-Defektors,01/01/1980,United Kingdom of Great Britain and Northern Ireland,989,,,"['Why Free Myra Hindley', 'Hammer and the Gun', 'Ich bin ein Berliner', 'Agent Orange']"
mbrainz_11172,The Singles Collection,Metropak,2010-01-01,United Kingdom of Great Britain and Northern Ireland,26:02,,,"[""You're a Rebel"", ""OK Let's Go"", 'Run Run Run', 'Walking', ""Here's Looking at You"", 'Balinese Dance', 'Sex Cult Thing']"
mbrainz_11180,Motor City Resurrection,"69 Eyes, The (and others)",2005-12-01,Japan,45m 53s,,,"['Discipline', 'Deuce', 'Mrs. Sleazy', 'Hot Butterfly', 'Sugarman', 'Stop Bitching!', 'Barbarella', 'Gimme Some Skin', 'Juicy Lucy', 'The Hills Have Eyes', 'Too Itching for Action', 'No Hesitation', 'Alive!', 'Gimme Some Head']"
mbrainz_11196,Un Dia (Reboot remix),"Molina, Juana",2010-08-02,United Kingdom of Great Britain and Northern Ireland,10:18,,,['Un Dia (Reboot remix)']
mbrainz_11203,"Deep, Deep Trouble","Simpsons, The",29o1-01-02,,19:13,,,"['Deep, Deep Trouble (dance mix edit)', 'Deep, Deep Trouble (Full dance mix)', 'Deep, Deep Trouble (LP version)', 'Sibling Rivalry (LP version)']"
mbrainz_11212,In Deference to a Broken Back,"Daredevil Christopher Wright, The",19.05.2009,United States of America,40m 40s,,,"['Hospital', 'Acceptable Loss', 'The East Coast', 'A Conversation About Cancer', 'Bury You Alive', ""We're Not Friends"", 'Clouds', 'War Stories', 'A Near Death Experience at Sea', 'The Daredevil Christopher Wright', 'Stewardess']"
mbrainz_11215,Diamond Mine,Blue Rodeo,1989,Canada,60:20,,,"['Swells', 'God and Country', 'How Long', 'Blues Piano', 'Love and Understanding', 'Girl of Mine', 'Diamond Mine', 'Now and Forever', 'Percussive Piano', 'House of Dreams', 'Nice Try', 'Fall in Line', 'One Day', 'Florida', 'Fuse', 'The Ballad of the Dime Store Greaser and The Blonde Mona Lisa']"
mbrainz_11225,Beyond the North Winds,Sig Ar Tyr,2008,Canada,0:54:27,,,"['King of the World', 'Beyond the North Winds', 'Pale Autumnal Moon', 'Under the Mountain', 'Sword From an Unknown Hand', 'Etched in Stone', 'Among the Ruins', 'The Way (The Path Less Chosen)', 'Far Away']"
mbrainz_11227,Casanova Snake (album),Thee Michelle Gun Elephant,01.01.2000,,71:48,,,
mbrainz_11242,A Thousand Leaves,Sonic,,,74:00,,,"['Contre le sexisme', 'Sunday', 'Female Mechanic Now on Duty', 'Wildflower Soul', 'Hoarfrost', 'French Tickler', 'Hits of Sunshine (For Allen Ginsberg)', 'Karen Koltrane', 'The Ineffable Me', 'Snare, Girl', 'Heather Angel']"
mbrainz_11250,The Best of the Anti-Nowhere League,Anti-Nowhere League,01.01.1993,United States of America,56m 44s,,,"['Streets of London', 'I Hate People', 'We Are the League', ""Let's Break the Law"", 'Animal', 'Woman', 'Rocker', 'For You', 'Ballard of J.J. Decay', 'Out on the Wasteland', 'We Will Survive', 'Queen and Country', 'On the Waterfront', 'Let the Country Feed You (live)', 'Going Down (live)', 'Snowman (live)', 'So What']"
mbrainz_11253,Out of Time,NewIslands,2010,United States of America,0:42:43,,,"['Out of Time (radio edit)', 'Out of Time (original)', 'Crosstown Feel', 'Out of Time (Active Child remix)', 'Out of Time (Is Tropical remix)', 'Out of Time (BRETONlabs remix a)', 'Out of Time (BRETONlabs remix B)', 'Out of Time (Serious Lover remix)', 'Out of Time (A.K.A DISCO mix)']"
mbrainz_11263,Drum 'n Bass Singles 2003 - 2004,Countcrstrikc,2009-01-15,South Africa,5742,,,"['Africanism', ""Can't Let Go"", 'Candy Flip', 'Doom Prophet', 'Existenz', 'End of Line', 'Synergy', 'V', 'Monster Munch', 'Misfit', 'Metal Gear', 'Dimension Intrusion', 'Tortured Soul']"
